cluster	gene
Epithelial cell of large intestine(Large_Intestine)	Apbb2
Epithelial cell of large intestine(Large_Intestine)	Ubap2l
Epithelial cell of large intestine(Large_Intestine)	Anapc7
Epithelial cell of large intestine(Large_Intestine)	Saal1
Epithelial cell of large intestine(Large_Intestine)	E130309D02Rik
Epithelial cell of large intestine(Large_Intestine)	Uqcc
Epithelial cell of large intestine(Large_Intestine)	Ckap5
Epithelial cell of large intestine(Large_Intestine)	Pdcd7
Epithelial cell of large intestine(Large_Intestine)	Vbp1
Epithelial cell of large intestine(Large_Intestine)	Gpr35
Epithelial cell of large intestine(Large_Intestine)	Safb
Epithelial cell of large intestine(Large_Intestine)	Tmem186
Epithelial cell of large intestine(Large_Intestine)	Rrn3
Epithelial cell of large intestine(Large_Intestine)	Tmem117
Epithelial cell of large intestine(Large_Intestine)	Tbl1x
Epithelial cell of large intestine(Large_Intestine)	Csrp2bp
Epithelial cell of large intestine(Large_Intestine)	Gtf3c6
Epithelial cell of large intestine(Large_Intestine)	Chrac1
Epithelial cell of large intestine(Large_Intestine)	Lrrk1
Epithelial cell of large intestine(Large_Intestine)	Gm53
Epithelial cell of large intestine(Large_Intestine)	Zan
Epithelial cell of large intestine(Large_Intestine)	Rnf8
Epithelial cell of large intestine(Large_Intestine)	Lrrc45
Epithelial cell of large intestine(Large_Intestine)	Tpd52l2
Epithelial cell of large intestine(Large_Intestine)	Cask
Epithelial cell of large intestine(Large_Intestine)	Aggf1
Epithelial cell of large intestine(Large_Intestine)	Sike1
Epithelial cell of large intestine(Large_Intestine)	8430410A17Rik
Epithelial cell of large intestine(Large_Intestine)	Gabpb2
Epithelial cell of large intestine(Large_Intestine)	Tm2d2
Epithelial cell of large intestine(Large_Intestine)	Blnk
Epithelial cell of large intestine(Large_Intestine)	Cnih
Epithelial cell of large intestine(Large_Intestine)	Supt5h
Epithelial cell of large intestine(Large_Intestine)	Drosha
Epithelial cell of large intestine(Large_Intestine)	Exoc6
Epithelial cell of large intestine(Large_Intestine)	Ercc1
Epithelial cell of large intestine(Large_Intestine)	Qser1
Epithelial cell of large intestine(Large_Intestine)	Ift74
Epithelial cell of large intestine(Large_Intestine)	Spg21
Epithelial cell of large intestine(Large_Intestine)	Trappc5
Epithelial cell of large intestine(Large_Intestine)	Hars2
Epithelial cell of large intestine(Large_Intestine)	Usp39
Epithelial cell of large intestine(Large_Intestine)	Zfp386
Epithelial cell of large intestine(Large_Intestine)	Ercc2
Epithelial cell of large intestine(Large_Intestine)	Epb4.1l3
Epithelial cell of large intestine(Large_Intestine)	2310001A20Rik
Epithelial cell of large intestine(Large_Intestine)	Bub3
Epithelial cell of large intestine(Large_Intestine)	Gclm
Epithelial cell of large intestine(Large_Intestine)	Eif2d
Epithelial cell of large intestine(Large_Intestine)	Hsd17b4
Epithelial cell of large intestine(Large_Intestine)	Anxa4
Epithelial cell of large intestine(Large_Intestine)	Ythdf2
Epithelial cell of large intestine(Large_Intestine)	Aldh6a1
Epithelial cell of large intestine(Large_Intestine)	Med11
Epithelial cell of large intestine(Large_Intestine)	Cdk2ap1
Epithelial cell of large intestine(Large_Intestine)	Cpsf4
Epithelial cell of large intestine(Large_Intestine)	Ctdp1
Epithelial cell of large intestine(Large_Intestine)	Sephs2
Epithelial cell of large intestine(Large_Intestine)	Ncor2
Epithelial cell of large intestine(Large_Intestine)	Polr2c
Epithelial cell of large intestine(Large_Intestine)	Zfp593
Epithelial cell of large intestine(Large_Intestine)	Dohh
Epithelial cell of large intestine(Large_Intestine)	Agps
Epithelial cell of large intestine(Large_Intestine)	Yy1
Epithelial cell of large intestine(Large_Intestine)	Lrfn4
Epithelial cell of large intestine(Large_Intestine)	Drg1
Epithelial cell of large intestine(Large_Intestine)	Retsat
Epithelial cell of large intestine(Large_Intestine)	Metap1d
Epithelial cell of large intestine(Large_Intestine)	Rad21
Epithelial cell of large intestine(Large_Intestine)	Thrb
Epithelial cell of large intestine(Large_Intestine)	Fam53a
Epithelial cell of large intestine(Large_Intestine)	Enc1
Epithelial cell of large intestine(Large_Intestine)	Scaf11
Epithelial cell of large intestine(Large_Intestine)	Cpox
Epithelial cell of large intestine(Large_Intestine)	Mta2
Epithelial cell of large intestine(Large_Intestine)	Tmem109
Epithelial cell of large intestine(Large_Intestine)	Zdhhc17
Epithelial cell of large intestine(Large_Intestine)	Kdm1a
Epithelial cell of large intestine(Large_Intestine)	Guf1
Epithelial cell of large intestine(Large_Intestine)	Tdp2
Epithelial cell of large intestine(Large_Intestine)	1810019D21Rik
Epithelial cell of large intestine(Large_Intestine)	Gm12942
Epithelial cell of large intestine(Large_Intestine)	Senp6
Epithelial cell of large intestine(Large_Intestine)	Fbp2
Epithelial cell of large intestine(Large_Intestine)	Ociad1
Epithelial cell of large intestine(Large_Intestine)	Paf1
Epithelial cell of large intestine(Large_Intestine)	Ccdc51
Epithelial cell of large intestine(Large_Intestine)	Elac2
Epithelial cell of large intestine(Large_Intestine)	Abt1
Epithelial cell of large intestine(Large_Intestine)	1700029F09Rik
Epithelial cell of large intestine(Large_Intestine)	Psme3
Epithelial cell of large intestine(Large_Intestine)	1810030N24Rik
Epithelial cell of large intestine(Large_Intestine)	Cluap1
Epithelial cell of large intestine(Large_Intestine)	Acyp1
Epithelial cell of large intestine(Large_Intestine)	Mkrn2
Epithelial cell of large intestine(Large_Intestine)	Xpo7
Epithelial cell of large intestine(Large_Intestine)	Tmtc4
Epithelial cell of large intestine(Large_Intestine)	Rrp7a
Epithelial cell of large intestine(Large_Intestine)	Phf20
Epithelial cell of large intestine(Large_Intestine)	Ryk
Epithelial cell of large intestine(Large_Intestine)	Ttll12
Epithelial cell of large intestine(Large_Intestine)	BC017158
Epithelial cell of large intestine(Large_Intestine)	Taldo1
Epithelial cell of large intestine(Large_Intestine)	Mkx
Epithelial cell of large intestine(Large_Intestine)	Mettl5
Epithelial cell of large intestine(Large_Intestine)	Cdkal1
Epithelial cell of large intestine(Large_Intestine)	Psmc2
Epithelial cell of large intestine(Large_Intestine)	Lars
Epithelial cell of large intestine(Large_Intestine)	Ints5
Epithelial cell of large intestine(Large_Intestine)	Ddx24
Epithelial cell of large intestine(Large_Intestine)	2510002D24Rik
Epithelial cell of large intestine(Large_Intestine)	Tatdn2
Epithelial cell of large intestine(Large_Intestine)	Hipk2
Epithelial cell of large intestine(Large_Intestine)	Cdx2
Epithelial cell of large intestine(Large_Intestine)	Foxred1
Epithelial cell of large intestine(Large_Intestine)	Srek1
Epithelial cell of large intestine(Large_Intestine)	H2afx
Epithelial cell of large intestine(Large_Intestine)	Zfp322a
Epithelial cell of large intestine(Large_Intestine)	Socs6
Epithelial cell of large intestine(Large_Intestine)	Psma2
Epithelial cell of large intestine(Large_Intestine)	Smyd3
Epithelial cell of large intestine(Large_Intestine)	Csde1
Epithelial cell of large intestine(Large_Intestine)	Vps26a
Epithelial cell of large intestine(Large_Intestine)	Kdelc2
Epithelial cell of large intestine(Large_Intestine)	9530068E07Rik
Epithelial cell of large intestine(Large_Intestine)	Abcf1
Epithelial cell of large intestine(Large_Intestine)	Ppil2
Epithelial cell of large intestine(Large_Intestine)	Cwc27
Epithelial cell of large intestine(Large_Intestine)	Hiat1
Epithelial cell of large intestine(Large_Intestine)	Mpzl1
Epithelial cell of large intestine(Large_Intestine)	Gjb2
Epithelial cell of large intestine(Large_Intestine)	Pofut1
Epithelial cell of large intestine(Large_Intestine)	Frat2
Epithelial cell of large intestine(Large_Intestine)	Ola1
Epithelial cell of large intestine(Large_Intestine)	Cops3
Epithelial cell of large intestine(Large_Intestine)	Pole4
Epithelial cell of large intestine(Large_Intestine)	1700040I03Rik
Epithelial cell of large intestine(Large_Intestine)	Gnptab
Epithelial cell of large intestine(Large_Intestine)	Pmpca
Epithelial cell of large intestine(Large_Intestine)	Ube2d1
Epithelial cell of large intestine(Large_Intestine)	Ndrg3
Epithelial cell of large intestine(Large_Intestine)	Gtf2h1
Epithelial cell of large intestine(Large_Intestine)	Edc3
Epithelial cell of large intestine(Large_Intestine)	Lsmd1
Epithelial cell of large intestine(Large_Intestine)	Igdcc4
Epithelial cell of large intestine(Large_Intestine)	Bdp1
Epithelial cell of large intestine(Large_Intestine)	Sugt1
Epithelial cell of large intestine(Large_Intestine)	Sumo3
Epithelial cell of large intestine(Large_Intestine)	Psmd5
Epithelial cell of large intestine(Large_Intestine)	Smc5
Epithelial cell of large intestine(Large_Intestine)	Calu
Epithelial cell of large intestine(Large_Intestine)	Mrpl55
Epithelial cell of large intestine(Large_Intestine)	2010321M09Rik
Epithelial cell of large intestine(Large_Intestine)	Fam89b
Epithelial cell of large intestine(Large_Intestine)	1110057K04Rik
Epithelial cell of large intestine(Large_Intestine)	Snapc2
Epithelial cell of large intestine(Large_Intestine)	2810408M09Rik
Epithelial cell of large intestine(Large_Intestine)	Btf3l4
Epithelial cell of large intestine(Large_Intestine)	Chchd6
Epithelial cell of large intestine(Large_Intestine)	Lzts2
Epithelial cell of large intestine(Large_Intestine)	6530401N04Rik
Epithelial cell of large intestine(Large_Intestine)	Pgk1
Epithelial cell of large intestine(Large_Intestine)	Sf1
Epithelial cell of large intestine(Large_Intestine)	Itfg2
Epithelial cell of large intestine(Large_Intestine)	Blmh
Epithelial cell of large intestine(Large_Intestine)	Gm14325
Epithelial cell of large intestine(Large_Intestine)	Brd9
Epithelial cell of large intestine(Large_Intestine)	Pold3
Epithelial cell of large intestine(Large_Intestine)	Ctr9
Epithelial cell of large intestine(Large_Intestine)	Med1
Epithelial cell of large intestine(Large_Intestine)	Zfp259
Epithelial cell of large intestine(Large_Intestine)	Eif1b
Epithelial cell of large intestine(Large_Intestine)	Pigs
Epithelial cell of large intestine(Large_Intestine)	Mrpl32
Epithelial cell of large intestine(Large_Intestine)	Arl2
Epithelial cell of large intestine(Large_Intestine)	Cklf
Epithelial cell of large intestine(Large_Intestine)	Tubg1
Epithelial cell of large intestine(Large_Intestine)	Trf
Epithelial cell of large intestine(Large_Intestine)	Kdsr
Epithelial cell of large intestine(Large_Intestine)	Psmb1
Epithelial cell of large intestine(Large_Intestine)	Rwdd4a
Epithelial cell of large intestine(Large_Intestine)	Cox19
Epithelial cell of large intestine(Large_Intestine)	Sdhaf1
Epithelial cell of large intestine(Large_Intestine)	Eci2
Epithelial cell of large intestine(Large_Intestine)	Galk1
Epithelial cell of large intestine(Large_Intestine)	Ide
Epithelial cell of large intestine(Large_Intestine)	Prpf38b
Epithelial cell of large intestine(Large_Intestine)	Sap30bp
Epithelial cell of large intestine(Large_Intestine)	Rnf4
Epithelial cell of large intestine(Large_Intestine)	Srsf4
Epithelial cell of large intestine(Large_Intestine)	Sdc1
Epithelial cell of large intestine(Large_Intestine)	2010305A19Rik
Epithelial cell of large intestine(Large_Intestine)	Tmem223
Epithelial cell of large intestine(Large_Intestine)	Cbll1
Epithelial cell of large intestine(Large_Intestine)	Pecr
Epithelial cell of large intestine(Large_Intestine)	Marveld2
Epithelial cell of large intestine(Large_Intestine)	Asb7
Epithelial cell of large intestine(Large_Intestine)	Ap1m2
Epithelial cell of large intestine(Large_Intestine)	Pigh
Epithelial cell of large intestine(Large_Intestine)	Slc25a35
Epithelial cell of large intestine(Large_Intestine)	Lrrc47
Epithelial cell of large intestine(Large_Intestine)	Odf2
Epithelial cell of large intestine(Large_Intestine)	Cwc22
Epithelial cell of large intestine(Large_Intestine)	Apoa1bp
Epithelial cell of large intestine(Large_Intestine)	Xab2
Epithelial cell of large intestine(Large_Intestine)	Dnajb4
Epithelial cell of large intestine(Large_Intestine)	2410002O22Rik
Epithelial cell of large intestine(Large_Intestine)	Xpc
Epithelial cell of large intestine(Large_Intestine)	Zwint
Epithelial cell of large intestine(Large_Intestine)	Dnajc22
Epithelial cell of large intestine(Large_Intestine)	C230096C10Rik
Epithelial cell of large intestine(Large_Intestine)	Clybl
Epithelial cell of large intestine(Large_Intestine)	Parg
Epithelial cell of large intestine(Large_Intestine)	Pygb
Epithelial cell of large intestine(Large_Intestine)	Rrnad1
Epithelial cell of large intestine(Large_Intestine)	Polr2i
Epithelial cell of large intestine(Large_Intestine)	Tsnax
Epithelial cell of large intestine(Large_Intestine)	Serpinb5
Epithelial cell of large intestine(Large_Intestine)	Pwwp2a
Epithelial cell of large intestine(Large_Intestine)	Zscan21
Epithelial cell of large intestine(Large_Intestine)	Slc24a6
Epithelial cell of large intestine(Large_Intestine)	Tmem30b
Epithelial cell of large intestine(Large_Intestine)	Poll
Epithelial cell of large intestine(Large_Intestine)	9430023L20Rik
Epithelial cell of large intestine(Large_Intestine)	Thap11
Epithelial cell of large intestine(Large_Intestine)	Atad1
Epithelial cell of large intestine(Large_Intestine)	Dffa
Epithelial cell of large intestine(Large_Intestine)	Sfxn2
Epithelial cell of large intestine(Large_Intestine)	Hibch
Epithelial cell of large intestine(Large_Intestine)	Commd8
Epithelial cell of large intestine(Large_Intestine)	Hnrpdl
Epithelial cell of large intestine(Large_Intestine)	Npepl1
Epithelial cell of large intestine(Large_Intestine)	2500003M10Rik
Epithelial cell of large intestine(Large_Intestine)	Rhot1
Epithelial cell of large intestine(Large_Intestine)	Prpf38a
Epithelial cell of large intestine(Large_Intestine)	Mocs1
Epithelial cell of large intestine(Large_Intestine)	Whsc2
Epithelial cell of large intestine(Large_Intestine)	Akr1a1
Epithelial cell of large intestine(Large_Intestine)	Lsm14a
Epithelial cell of large intestine(Large_Intestine)	Psen2
Epithelial cell of large intestine(Large_Intestine)	Meaf6
Epithelial cell of large intestine(Large_Intestine)	Nfs1
Epithelial cell of large intestine(Large_Intestine)	Mettl11a
Epithelial cell of large intestine(Large_Intestine)	Taf6
Epithelial cell of large intestine(Large_Intestine)	Pfkl
Epithelial cell of large intestine(Large_Intestine)	Pnp
Epithelial cell of large intestine(Large_Intestine)	Sdha
Epithelial cell of large intestine(Large_Intestine)	Usp43
Epithelial cell of large intestine(Large_Intestine)	Naa16
Epithelial cell of large intestine(Large_Intestine)	Wdr83
Epithelial cell of large intestine(Large_Intestine)	Zdhhc13
Epithelial cell of large intestine(Large_Intestine)	Dcaf17
Epithelial cell of large intestine(Large_Intestine)	Aldh18a1
Epithelial cell of large intestine(Large_Intestine)	Vsig2
Epithelial cell of large intestine(Large_Intestine)	Axin1
Epithelial cell of large intestine(Large_Intestine)	Ung
Epithelial cell of large intestine(Large_Intestine)	Pctp
Epithelial cell of large intestine(Large_Intestine)	1110021L09Rik
Epithelial cell of large intestine(Large_Intestine)	Mrps23
Epithelial cell of large intestine(Large_Intestine)	Rfxap
Epithelial cell of large intestine(Large_Intestine)	Ttc9c
Epithelial cell of large intestine(Large_Intestine)	Hmg20a
Epithelial cell of large intestine(Large_Intestine)	BC018507
Epithelial cell of large intestine(Large_Intestine)	Med21
Epithelial cell of large intestine(Large_Intestine)	Lsm1
Epithelial cell of large intestine(Large_Intestine)	Txnrd1
Epithelial cell of large intestine(Large_Intestine)	Esd
Epithelial cell of large intestine(Large_Intestine)	Tomm40l
Epithelial cell of large intestine(Large_Intestine)	Cul5
Epithelial cell of large intestine(Large_Intestine)	Thoc2
Epithelial cell of large intestine(Large_Intestine)	2610301G19Rik
Epithelial cell of large intestine(Large_Intestine)	Sart1
Epithelial cell of large intestine(Large_Intestine)	Mettl1
Epithelial cell of large intestine(Large_Intestine)	Traf4
Epithelial cell of large intestine(Large_Intestine)	Ndufa8
Epithelial cell of large intestine(Large_Intestine)	Phf10
Epithelial cell of large intestine(Large_Intestine)	Nedd1
Epithelial cell of large intestine(Large_Intestine)	5730403B10Rik
Epithelial cell of large intestine(Large_Intestine)	Ythdf1
Epithelial cell of large intestine(Large_Intestine)	Med16
Epithelial cell of large intestine(Large_Intestine)	Qdpr
Epithelial cell of large intestine(Large_Intestine)	Canx
Epithelial cell of large intestine(Large_Intestine)	Zdhhc3
Epithelial cell of large intestine(Large_Intestine)	Tial1
Epithelial cell of large intestine(Large_Intestine)	Klf10
Epithelial cell of large intestine(Large_Intestine)	Wdr70
Epithelial cell of large intestine(Large_Intestine)	Clasp2
Epithelial cell of large intestine(Large_Intestine)	Exosc4
Epithelial cell of large intestine(Large_Intestine)	5730508B09Rik
Epithelial cell of large intestine(Large_Intestine)	Tbc1d4
Epithelial cell of large intestine(Large_Intestine)	Dnajc24
Epithelial cell of large intestine(Large_Intestine)	Echdc1
Epithelial cell of large intestine(Large_Intestine)	Arfgap2
Epithelial cell of large intestine(Large_Intestine)	Safb2
Epithelial cell of large intestine(Large_Intestine)	Hgsnat
Epithelial cell of large intestine(Large_Intestine)	Maf1
Epithelial cell of large intestine(Large_Intestine)	Rxrb
Epithelial cell of large intestine(Large_Intestine)	Pigx
Epithelial cell of large intestine(Large_Intestine)	Ddx42
Epithelial cell of large intestine(Large_Intestine)	0610037L13Rik
Epithelial cell of large intestine(Large_Intestine)	B230208H17Rik
Epithelial cell of large intestine(Large_Intestine)	Ubac1
Epithelial cell of large intestine(Large_Intestine)	Tmsb4x
Epithelial cell of large intestine(Large_Intestine)	Casp4
Epithelial cell of large intestine(Large_Intestine)	Ptpn2
Epithelial cell of large intestine(Large_Intestine)	0610037P05Rik
Epithelial cell of large intestine(Large_Intestine)	Sept2
Epithelial cell of large intestine(Large_Intestine)	1190003J15Rik
Epithelial cell of large intestine(Large_Intestine)	Ptcd2
Epithelial cell of large intestine(Large_Intestine)	Nsun4
Epithelial cell of large intestine(Large_Intestine)	Dgcr2
Epithelial cell of large intestine(Large_Intestine)	Cnpy4
Epithelial cell of large intestine(Large_Intestine)	1810026J23Rik
Epithelial cell of large intestine(Large_Intestine)	Mta3
Epithelial cell of large intestine(Large_Intestine)	Zc3hc1
Epithelial cell of large intestine(Large_Intestine)	Pcid2
Epithelial cell of large intestine(Large_Intestine)	Dalrd3
Epithelial cell of large intestine(Large_Intestine)	Lims1
Epithelial cell of large intestine(Large_Intestine)	Vps29
Epithelial cell of large intestine(Large_Intestine)	Mrps18c
Epithelial cell of large intestine(Large_Intestine)	Smg5
Epithelial cell of large intestine(Large_Intestine)	Adpgk
Epithelial cell of large intestine(Large_Intestine)	Exoc4
Epithelial cell of large intestine(Large_Intestine)	Zfp668
Epithelial cell of large intestine(Large_Intestine)	Ino80e
Epithelial cell of large intestine(Large_Intestine)	9430016H08Rik
Epithelial cell of large intestine(Large_Intestine)	Chchd5
Epithelial cell of large intestine(Large_Intestine)	Hps1
Epithelial cell of large intestine(Large_Intestine)	Pnp2
Epithelial cell of large intestine(Large_Intestine)	4933424B01Rik
Epithelial cell of large intestine(Large_Intestine)	Tomm22
Epithelial cell of large intestine(Large_Intestine)	Man1b1
Epithelial cell of large intestine(Large_Intestine)	Ccdc43
Epithelial cell of large intestine(Large_Intestine)	Sft2d3
Epithelial cell of large intestine(Large_Intestine)	Rin2
Epithelial cell of large intestine(Large_Intestine)	Dennd5b
Epithelial cell of large intestine(Large_Intestine)	Htra2
Epithelial cell of large intestine(Large_Intestine)	Ubfd1
Epithelial cell of large intestine(Large_Intestine)	Creg1
Epithelial cell of large intestine(Large_Intestine)	Cnot2
Epithelial cell of large intestine(Large_Intestine)	Bbc3
Epithelial cell of large intestine(Large_Intestine)	2410042D21Rik
Epithelial cell of large intestine(Large_Intestine)	Men1
Epithelial cell of large intestine(Large_Intestine)	Unc119b
Epithelial cell of large intestine(Large_Intestine)	Il17re
Epithelial cell of large intestine(Large_Intestine)	Mettl3
Epithelial cell of large intestine(Large_Intestine)	Nudt8
Epithelial cell of large intestine(Large_Intestine)	Klhdc4
Epithelial cell of large intestine(Large_Intestine)	Slc44a2
Epithelial cell of large intestine(Large_Intestine)	Ints12
Epithelial cell of large intestine(Large_Intestine)	Cby1
Epithelial cell of large intestine(Large_Intestine)	Mtfmt
Epithelial cell of large intestine(Large_Intestine)	Rtn4
Epithelial cell of large intestine(Large_Intestine)	Dynlt3
Epithelial cell of large intestine(Large_Intestine)	Rnf149
Epithelial cell of large intestine(Large_Intestine)	Arhgef10l
Epithelial cell of large intestine(Large_Intestine)	Mrpl51
Epithelial cell of large intestine(Large_Intestine)	Wdr41
Epithelial cell of large intestine(Large_Intestine)	Senp1
Epithelial cell of large intestine(Large_Intestine)	Pin1
Epithelial cell of large intestine(Large_Intestine)	Casp8ap2
Epithelial cell of large intestine(Large_Intestine)	Ces1g
Epithelial cell of large intestine(Large_Intestine)	Ppp2r5a
Epithelial cell of large intestine(Large_Intestine)	Cdc40
Epithelial cell of large intestine(Large_Intestine)	Etfa
Epithelial cell of large intestine(Large_Intestine)	Rnf187
Epithelial cell of large intestine(Large_Intestine)	Ranbp3
Epithelial cell of large intestine(Large_Intestine)	Nfyb
Epithelial cell of large intestine(Large_Intestine)	Zbtb44
Epithelial cell of large intestine(Large_Intestine)	Fem1a
Epithelial cell of large intestine(Large_Intestine)	Snx17
Epithelial cell of large intestine(Large_Intestine)	Gtf2h2
Epithelial cell of large intestine(Large_Intestine)	Glyr1
Epithelial cell of large intestine(Large_Intestine)	2510012J08Rik
Epithelial cell of large intestine(Large_Intestine)	Rabggtb
Epithelial cell of large intestine(Large_Intestine)	Caml
Epithelial cell of large intestine(Large_Intestine)	Klhdc2
Epithelial cell of large intestine(Large_Intestine)	Decr1
Epithelial cell of large intestine(Large_Intestine)	Cxxc1
Epithelial cell of large intestine(Large_Intestine)	Lgr4
Epithelial cell of large intestine(Large_Intestine)	2900092E17Rik
Epithelial cell of large intestine(Large_Intestine)	Th1l
Epithelial cell of large intestine(Large_Intestine)	Clpx
Epithelial cell of large intestine(Large_Intestine)	Narfl
Epithelial cell of large intestine(Large_Intestine)	Ubiad1
Epithelial cell of large intestine(Large_Intestine)	Ccdc28a
Epithelial cell of large intestine(Large_Intestine)	Slc25a25
Epithelial cell of large intestine(Large_Intestine)	Pde7a
Epithelial cell of large intestine(Large_Intestine)	Pcnx
Epithelial cell of large intestine(Large_Intestine)	Gyg
Epithelial cell of large intestine(Large_Intestine)	C87436
Epithelial cell of large intestine(Large_Intestine)	Cops2
Epithelial cell of large intestine(Large_Intestine)	Rpe
Epithelial cell of large intestine(Large_Intestine)	Nubp2
Epithelial cell of large intestine(Large_Intestine)	A2ld1
Epithelial cell of large intestine(Large_Intestine)	Zcchc14
Epithelial cell of large intestine(Large_Intestine)	Eif2c1
Epithelial cell of large intestine(Large_Intestine)	Papd4
Epithelial cell of large intestine(Large_Intestine)	Ints4
Epithelial cell of large intestine(Large_Intestine)	Rbbp5
Epithelial cell of large intestine(Large_Intestine)	Zbtb1
Epithelial cell of large intestine(Large_Intestine)	Itsn1
Epithelial cell of large intestine(Large_Intestine)	Zbtb17
Epithelial cell of large intestine(Large_Intestine)	2410003K15Rik
Epithelial cell of large intestine(Large_Intestine)	Letmd1
Epithelial cell of large intestine(Large_Intestine)	Nudt5
Epithelial cell of large intestine(Large_Intestine)	Zdhhc4
Epithelial cell of large intestine(Large_Intestine)	BC031781
Epithelial cell of large intestine(Large_Intestine)	G6pdx
Epithelial cell of large intestine(Large_Intestine)	Tada1
Epithelial cell of large intestine(Large_Intestine)	Ing3
Epithelial cell of large intestine(Large_Intestine)	Glrx5
Epithelial cell of large intestine(Large_Intestine)	Ubxn8
Epithelial cell of large intestine(Large_Intestine)	Zfp664
Epithelial cell of large intestine(Large_Intestine)	Arl2bp
Epithelial cell of large intestine(Large_Intestine)	Zfp692
Epithelial cell of large intestine(Large_Intestine)	Mbp
Epithelial cell of large intestine(Large_Intestine)	Phc2
Epithelial cell of large intestine(Large_Intestine)	Vac14
Epithelial cell of large intestine(Large_Intestine)	Pitpnb
Epithelial cell of large intestine(Large_Intestine)	Slc35a4
Epithelial cell of large intestine(Large_Intestine)	Slc9a8
Epithelial cell of large intestine(Large_Intestine)	Hist1h4d
Epithelial cell of large intestine(Large_Intestine)	Wdr6
Epithelial cell of large intestine(Large_Intestine)	Hmox2
Epithelial cell of large intestine(Large_Intestine)	Hax1
Epithelial cell of large intestine(Large_Intestine)	Capn1
Epithelial cell of large intestine(Large_Intestine)	Dguok
Epithelial cell of large intestine(Large_Intestine)	Copg2
Epithelial cell of large intestine(Large_Intestine)	Snord104
Epithelial cell of large intestine(Large_Intestine)	Smek2
Epithelial cell of large intestine(Large_Intestine)	Ccdc117
Epithelial cell of large intestine(Large_Intestine)	Lcmt1
Epithelial cell of large intestine(Large_Intestine)	Nagpa
Epithelial cell of large intestine(Large_Intestine)	Cnot10
Epithelial cell of large intestine(Large_Intestine)	Sco1
Epithelial cell of large intestine(Large_Intestine)	Pigy
Epithelial cell of large intestine(Large_Intestine)	Alg3
Epithelial cell of large intestine(Large_Intestine)	AW209491
Epithelial cell of large intestine(Large_Intestine)	Stau1
Epithelial cell of large intestine(Large_Intestine)	Wdr8
Epithelial cell of large intestine(Large_Intestine)	Ift46
Epithelial cell of large intestine(Large_Intestine)	Akirin2
Epithelial cell of large intestine(Large_Intestine)	Cul4a
Epithelial cell of large intestine(Large_Intestine)	Agtrap
Epithelial cell of large intestine(Large_Intestine)	5031439G07Rik
Epithelial cell of large intestine(Large_Intestine)	Gpr89
Epithelial cell of large intestine(Large_Intestine)	Rnf138
Epithelial cell of large intestine(Large_Intestine)	Ctps2
Epithelial cell of large intestine(Large_Intestine)	Cpne1
Epithelial cell of large intestine(Large_Intestine)	Rnf128
Epithelial cell of large intestine(Large_Intestine)	Aebp2
Epithelial cell of large intestine(Large_Intestine)	Rnmt
Epithelial cell of large intestine(Large_Intestine)	Ciao1
Epithelial cell of large intestine(Large_Intestine)	Usp48
Epithelial cell of large intestine(Large_Intestine)	Mapk1
Epithelial cell of large intestine(Large_Intestine)	Rilpl2
Epithelial cell of large intestine(Large_Intestine)	Rnf168
Epithelial cell of large intestine(Large_Intestine)	Dnaja2
Epithelial cell of large intestine(Large_Intestine)	Spr
Epithelial cell of large intestine(Large_Intestine)	Snx1
Epithelial cell of large intestine(Large_Intestine)	Ubxn7
Epithelial cell of large intestine(Large_Intestine)	Slc25a11
Epithelial cell of large intestine(Large_Intestine)	Gabpa
Epithelial cell of large intestine(Large_Intestine)	Wdr45l
Epithelial cell of large intestine(Large_Intestine)	Dnajc21
Epithelial cell of large intestine(Large_Intestine)	Rbm7
Epithelial cell of large intestine(Large_Intestine)	A230051G13Rik
Epithelial cell of large intestine(Large_Intestine)	Hsf2
Epithelial cell of large intestine(Large_Intestine)	Dus3l
Epithelial cell of large intestine(Large_Intestine)	Ikbkb
Epithelial cell of large intestine(Large_Intestine)	0610007P08Rik
Epithelial cell of large intestine(Large_Intestine)	Aldh9a1
Epithelial cell of large intestine(Large_Intestine)	Med27
Epithelial cell of large intestine(Large_Intestine)	Rhbdd2
Epithelial cell of large intestine(Large_Intestine)	Med4
Epithelial cell of large intestine(Large_Intestine)	Coq9
Epithelial cell of large intestine(Large_Intestine)	AK010878
Epithelial cell of large intestine(Large_Intestine)	Sdhc
Epithelial cell of large intestine(Large_Intestine)	Ngdn
Epithelial cell of large intestine(Large_Intestine)	Armc1
Epithelial cell of large intestine(Large_Intestine)	Rdh11
Epithelial cell of large intestine(Large_Intestine)	Rmi1
Epithelial cell of large intestine(Large_Intestine)	Zkscan3
Epithelial cell of large intestine(Large_Intestine)	Pphln1
Epithelial cell of large intestine(Large_Intestine)	Lrrc16a
Epithelial cell of large intestine(Large_Intestine)	Hprt
Epithelial cell of large intestine(Large_Intestine)	Dbr1
Epithelial cell of large intestine(Large_Intestine)	Sdr42e1
Epithelial cell of large intestine(Large_Intestine)	0610009D07Rik
Epithelial cell of large intestine(Large_Intestine)	Ankmy2
Epithelial cell of large intestine(Large_Intestine)	Med30
Epithelial cell of large intestine(Large_Intestine)	Rbbp8
Epithelial cell of large intestine(Large_Intestine)	Tfpt
Epithelial cell of large intestine(Large_Intestine)	Faf1
Epithelial cell of large intestine(Large_Intestine)	Pepd
